run_id,service_date,depot_id,timestamp,settlement_date,settlement_period,scheduled_mwh,actual_mwh,deviation_mwh,scheduled_price_gbp_per_mwh,imbalance_price_gbp_per_mwh,scheduled_cost_gbp,actual_energy_cost_gbp,imbalance_spread_cost_gbp,imbalance_exposure_gbp,total_settlement_style_cost_gbp,pricing_method,notes
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-09 20:30:00+01:00,2026-05-09,42,0.11529860000000015,0.11450153890109982,-0.000797061098900334,76.28,61.28,8.794977208000011,8.734177387375894,0.01195591648350501,-0.048843904140612474,8.746133303859398,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 00:00:00+01:00,2026-05-10,1,0.375,0.3754403264594679,0.00044032645946789906,57.12,82.12,21.419999999999998,21.445151447364804,0.01100816148669748,0.03615960885150387,21.4561596088515,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 00:30:00+01:00,2026-05-10,2,0.375,0.37382243320330183,-0.0011775667966981707,43.03,28.03,16.13625,16.08557930073808,0.01766350195047256,-0.03300719731144972,16.103242802688552,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 01:00:00+01:00,2026-05-10,3,0.375,0.3686200380747959,-0.006379961925204125,48.25,33.25,18.09375,17.7859168371089,0.09569942887806188,-0.21213373401303715,17.881616265986963,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 01:30:00+01:00,2026-05-10,4,0.375,0.3730179921174904,-0.0019820078825095733,56.48,41.48,21.18,21.068056194795858,0.0297301182376436,-0.0822136869664971,21.097786313033502,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 02:00:00+01:00,2026-05-10,5,0.375,0.372777793790034,-0.0022222062099659934,68.33,53.33,25.62375,25.471906649673024,0.0333330931494899,-0.11851025717748642,25.505239742822514,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 02:30:00+01:00,2026-05-10,6,0.375,0.375424812138652,0.0004248121386519754,38.37,63.37,14.388749999999998,14.405050041760076,0.010620303466299386,0.02692034522637568,14.415670345226374,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 03:00:00+01:00,2026-05-10,7,0.375,0.37572742568230605,0.0007274256823060488,40.5,65.5,15.1875,15.216960740133395,0.01818564205765122,0.047646382191046194,15.235146382191045,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 03:30:00+01:00,2026-05-10,8,0.375,0.375234313525048,0.00023431352504799108,54.12,79.12,20.294999999999998,20.307681047975596,0.005857838126199779,0.018538886101797054,20.313538886101796,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 04:00:00+01:00,2026-05-10,9,0.375,0.3757272278005314,0.0007272278005314159,39.64,64.64,14.865,14.893827310013066,0.018180695013285397,0.047008005026350726,14.912008005026351,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 04:30:00+01:00,2026-05-10,10,0.375,0.3741563759306389,-0.0008436240693611152,39.6,24.6,14.850000000000001,14.8165924868533,0.012654361040416728,-0.020753152106283437,14.829246847893717,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 05:00:00+01:00,2026-05-10,11,0.375,0.3760754958784843,0.0010754958784843227,58.46,83.46000000000001,21.9225,21.985373489056194,0.026887396962108075,0.08976088601830158,22.0122608860183,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
phase5_trading_reconciliation_sample,2026-05-09,DEPOT_A,2026-05-10 06:00:00+01:00,2026-05-10,13,0.325,0.32644020418116737,0.0014402041811673594,74.86,99.86,24.3295,24.437313685002188,0.036005104529183984,0.1438187895313725,24.473318789531373,synthetic_imbalance_spread,Simplified settlement-style exposure; not official settlement.
